Time,ObjectCount,FPS,FrameTime(ms),PhysicsTime(ms),TotalMemory(MB),ActiveObjects
2.34,4000,338.6,2.9536,0.0000,1118,4000
2.34,4000,313.4,3.1908,0.0000,1118,4000
2.35,4000,137.0,7.2989,3.3413,1118,4000
2.35,4000,344.8,2.9001,0.0000,1118,4000
2.35,4000,327.0,3.0584,0.0000,1118,4000
2.36,4000,332.9,3.0039,0.0000,1118,4000
2.36,4000,347.8,2.8749,0.0000,1118,4000
2.36,4000,148.7,6.7261,2.8293,1118,4000
2.37,4000,345.1,2.8974,0.0000,1118,4000
2.37,4000,334.7,2.9878,0.0000,1118,4000
2.37,4000,332.5,3.0074,0.0000,1118,4000
2.38,4000,343.5,2.9113,0.0000,1119,4000
2.38,4000,148.2,6.7473,2.8748,1119,4000
2.39,4000,319.2,3.1328,0.0000,1119,4000
2.39,4000,336.8,2.9690,0.0000,1119,4000
2.39,4000,326.8,3.0602,0.0000,1119,4000
2.40,4000,309.4,3.2323,0.0000,1119,4000
2.40,4000,346.5,2.8860,0.0000,1119,4000
2.41,4000,144.2,6.9359,2.7828,1119,4000
2.41,4000,302.7,3.3032,0.0000,1119,4000
2.41,4000,316.7,3.1572,0.0000,1119,4000
2.42,4000,328.3,3.0457,0.0000,1119,4000
2.42,4000,297.2,3.3649,0.0000,1119,4000
2.43,4000,139.8,7.1525,2.6950,1119,4000
2.43,4000,293.8,3.4041,0.0000,1119,4000
2.43,4000,325.9,3.0688,0.0000,1119,4000
2.44,4000,309.2,3.2343,0.0000,1120,4000
2.44,4000,307.0,3.2570,0.0000,1120,4000
2.45,4000,150.9,6.6250,2.5473,1120,4000
2.45,4000,307.1,3.2566,0.0000,1120,4000
2.45,4000,303.3,3.2968,0.0000,1120,4000
2.46,4000,310.2,3.2237,0.0000,1120,4000
2.46,4000,315.6,3.1688,0.0000,1120,4000
2.46,4000,152.9,6.5410,2.6884,1120,4000
2.47,4000,333.3,2.9999,0.0000,1120,4000
2.47,4000,343.7,2.9095,0.0000,1120,4000
2.47,4000,329.5,3.0349,0.0000,1120,4000
2.48,4000,343.2,2.9137,0.0000,1121,4000
2.49,4000,101.6,9.8453,2.6912,1117,4000
2.49,4000,346.5,2.8858,0.0000,1117,4000
2.49,4000,311.3,3.2120,0.0000,1117,4000
2.50,4000,352.9,2.8340,0.0000,1117,4000
2.50,4000,325.1,3.0756,0.0000,1117,4000
2.51,4000,145.7,6.8613,3.0010,1117,4000
2.51,4000,364.4,2.7446,0.0000,1117,4000
2.51,4000,340.5,2.9370,0.0000,1117,4000
2.51,4000,354.3,2.8224,0.0000,1117,4000
2.52,4000,350.0,2.8569,0.0000,1117,4000
2.52,4000,154.8,6.4613,2.8092,1117,4000
2.53,4000,310.2,3.2235,0.0000,1117,4000
2.53,4000,325.6,3.0708,0.0000,1118,4000
2.53,4000,312.3,3.2017,0.0000,1118,4000
2.54,4000,309.7,3.2293,0.0000,1118,4000
2.54,4000,310.8,3.2170,0.0000,1118,4000
2.55,4000,148.3,6.7414,2.6882,1118,4000
2.55,4000,333.9,2.9948,0.0000,1118,4000
2.55,4000,331.9,3.0133,0.0000,1118,4000
2.56,4000,291.0,3.4359,0.0000,1118,4000
2.56,4000,320.7,3.1177,0.0000,1118,4000
2.57,4000,140.0,7.1429,2.5302,1118,4000
2.57,4000,280.1,3.5696,0.0000,1118,4000
2.57,4000,336.9,2.9685,0.0000,1118,4000
2.58,4000,313.3,3.1923,0.0000,1118,4000
2.58,4000,340.9,2.9333,0.0000,1119,4000
2.59,4000,133.8,7.4757,3.0145,1119,4000
2.59,4000,343.0,2.9153,0.0000,1119,4000
2.59,4000,320.8,3.1168,0.0000,1119,4000
2.59,4000,331.8,3.0136,0.0000,1119,4000
2.60,4000,97.7,10.2392,0.0000,1119,4000
2.61,4000,150.1,6.6608,2.7632,1119,4000
2.61,4000,343.1,2.9143,0.0000,1119,4000
2.62,4000,344.1,2.9064,0.0000,1119,4000
2.62,4000,155.0,6.4519,2.4856,1119,4000
2.63,4000,362.9,2.7555,0.0000,1119,4000
2.63,4000,350.2,2.8558,0.0000,1119,4000
2.63,4000,344.2,2.9054,0.0000,1120,4000
2.64,4000,337.3,2.9646,0.0000,1120,4000
2.64,4000,329.3,3.0363,0.0000,1120,4000
2.65,4000,149.7,6.6802,2.5240,1120,4000
2.65,4000,307.7,3.2499,0.0000,1120,4000
2.65,4000,343.4,2.9123,0.0000,1120,4000
2.65,4000,375.9,2.6606,0.0000,1120,4000
2.66,4000,359.8,2.7793,0.0000,1120,4000
2.66,4000,151.4,6.6041,2.7800,1120,4000
2.67,4000,339.6,2.9444,0.0000,1120,4000
2.67,4000,335.2,2.9833,0.0000,1121,4000
2.67,4000,310.8,3.2179,0.0000,1120,4000
2.68,4000,324.1,3.0856,0.0000,1120,4000
2.68,4000,333.5,2.9987,0.0000,1121,4000
2.69,4000,135.3,7.3885,2.9021,1121,4000
2.69,4000,360.9,2.7709,0.0000,1121,4000
2.69,4000,330.1,3.0293,0.0000,1121,4000
2.69,4000,368.6,2.7129,0.0000,1121,4000
2.70,4000,368.0,2.7176,0.0000,1121,4000
2.70,4000,147.9,6.7596,2.5747,1121,4000
2.71,4000,310.7,3.2183,0.0000,1121,4000
2.71,4000,315.2,3.1724,0.0000,1121,4000
2.71,4000,308.8,3.2385,0.0000,1121,4000
2.72,4000,313.9,3.1857,0.0000,1121,4000
2.72,4000,135.1,7.4004,2.7850,1121,4000
2.73,4000,300.2,3.3309,0.0000,1122,4000
2.73,4000,294.6,3.3940,0.0000,1122,4000
2.73,4000,353.5,2.8289,0.0000,1122,4000
2.74,4000,353.6,2.8280,0.0000,1122,4000
2.74,4000,139.3,7.1809,2.6948,1122,4000
2.75,4000,329.7,3.0331,0.0000,1122,4000
2.75,4000,340.2,2.9394,0.0000,1122,4000
2.75,4000,353.1,2.8323,0.0000,1122,4000
2.76,4000,305.3,3.2756,0.0000,1122,4000
2.76,4000,322.4,3.1021,0.0000,1122,4000
2.77,4000,138.1,7.2389,2.7419,1122,4000
2.77,4000,343.0,2.9156,0.0000,1123,4000
2.77,4000,292.0,3.4251,0.0000,1123,4000
2.78,4000,324.0,3.0867,0.0000,1123,4000
2.78,4000,303.3,3.2966,0.0000,1123,4000
2.79,4000,151.0,6.6227,2.5293,1123,4000
2.79,4000,311.6,3.2091,0.0000,1123,4000
2.79,4000,296.8,3.3691,0.0000,1123,4000
2.80,4000,266.8,3.7488,0.0000,1123,4000
2.80,4000,354.2,2.8233,0.0000,1123,4000
2.81,4000,98.6,10.1441,2.6051,1119,4000
2.81,4000,282.7,3.5367,0.0000,1119,4000
2.82,4000,325.1,3.0764,0.0000,1119,4000
2.82,4000,286.4,3.4920,0.0000,1119,3999
2.83,4000,132.3,7.5610,3.0494,1119,3999
2.83,4000,271.6,3.6820,0.0000,1119,3999
2.83,4000,268.9,3.7184,0.0000,1120,3999
2.84,4000,352.0,2.8412,0.0000,1120,3999
2.84,4000,132.9,7.5222,2.7924,1120,3999
2.85,4000,355.3,2.8143,0.0000,1120,3999
2.85,4000,324.3,3.0840,0.0000,1120,3999
2.85,4000,366.2,2.7308,0.0000,1120,3999
2.86,4000,360.6,2.7732,0.0000,1120,3999
2.86,4000,309.5,3.2309,0.0000,1120,3999
2.87,4000,155.8,6.4167,2.4500,1120,3999
2.87,4000,321.1,3.1146,0.0000,1120,3999
2.87,4000,357.7,2.7955,0.0000,1120,3999
2.87,4000,300.3,3.3299,0.0000,1120,3999
2.88,4000,344.1,2.9060,0.0000,1120,3999
2.88,4000,142.2,7.0330,2.8112,1121,3999
2.89,4000,360.2,2.7761,0.0000,1121,3999
2.89,4000,328.2,3.0467,0.0000,1121,3999
2.89,4000,486.5,2.0554,0.0000,1121,3999
2.90,4000,355.5,2.8133,0.0000,1121,3999
2.90,4000,338.5,2.9545,0.0000,1121,3999
2.90,4000,156.1,6.4074,2.5140,1121,3999
2.91,4000,312.9,3.1958,0.0000,1121,3999
2.91,4000,347.3,2.8793,0.0000,1121,3999
2.91,4000,339.2,2.9478,0.0000,1121,3999
2.92,4000,324.8,3.0791,0.0000,1121,3997
2.92,4000,129.9,7.6969,2.7302,1121,3997
2.93,4000,357.1,2.8005,0.0000,1121,3997
2.93,4000,322.0,3.1059,0.0000,1121,3997
2.93,4000,366.4,2.7294,0.0000,1122,3997
2.94,4000,354.3,2.8223,0.0000,1122,3997
2.94,4000,332.6,3.0065,0.0000,1122,3997
2.95,4000,150.5,6.6449,2.5666,1122,3997
2.95,4000,311.2,3.2137,0.0000,1122,3997
2.95,4000,321.4,3.1114,0.0000,1122,3997
2.95,4000,330.5,3.0255,0.0000,1122,3997
2.96,4000,340.2,2.9398,0.0000,1122,3997
2.96,4000,140.3,7.1296,2.8832,1122,3997
2.97,4000,258.4,3.8701,0.0000,1122,3997
2.97,4000,278.2,3.5945,0.0000,1122,3997
2.98,4000,285.4,3.5043,0.0000,1122,3997
2.98,4000,323.9,3.0873,0.0000,1123,3997
2.99,4000,141.2,7.0843,2.5879,1123,3997
2.99,4000,360.1,2.7770,0.0000,1123,3997
2.99,4000,364.8,2.7412,0.0000,1123,3997
2.99,4000,363.3,2.7529,0.0000,1123,3997
3.00,4000,362.4,2.7592,0.0000,1123,3996
3.00,4000,145.9,6.8552,2.6048,1123,3996
3.01,4000,325.9,3.0685,0.0000,1123,3996
3.01,4000,314.7,3.1780,0.0000,1123,3996
3.01,4000,288.2,3.4700,0.0000,1123,3996
3.02,4000,320.1,3.1238,0.0000,1123,3996
3.02,4000,157.5,6.3508,2.4414,1123,3996
3.03,4000,359.4,2.7824,0.0000,1124,3996
3.03,4000,344.9,2.8991,0.0000,1124,3996
3.03,4000,348.8,2.8671,0.0000,1124,3996
3.03,4000,365.2,2.7386,0.0000,1124,3996
3.04,4000,354.8,2.8181,0.0000,1124,3996
3.04,4000,149.0,6.7136,2.6015,1124,3996
3.05,4000,347.5,2.8780,0.0000,1124,3996
3.05,4000,354.4,2.8219,0.0000,1124,3996
3.05,4000,360.6,2.7731,0.0000,1124,3996
3.05,4000,370.2,2.7016,0.0000,1124,3996
3.06,4000,372.6,2.6836,0.0000,1124,3996
3.06,4000,139.5,7.1672,3.0871,1125,3996
3.07,4000,330.2,3.0287,0.0000,1125,3996
3.07,4000,339.4,2.9467,0.0000,1125,3996
3.07,4000,361.4,2.7667,0.0000,1125,3996
3.08,4000,370.5,2.6994,0.0000,1125,3996
3.08,4000,148.0,6.7578,2.6634,1125,3996
3.09,4000,329.6,3.0339,0.0000,1125,3996
3.09,4000,304.7,3.2817,0.0000,1125,3996
3.09,4000,313.7,3.1882,0.0000,1125,3996
3.10,4000,333.3,3.0004,0.0000,1125,3996
3.10,4000,362.3,2.7604,0.0000,1125,3996
3.11,4000,130.6,7.6542,2.6838,1126,3996
3.11,4000,359.4,2.7823,0.0000,1126,3996
3.11,4000,342.3,2.9214,0.0000,1126,3996
3.12,4000,164.9,6.0649,0.0000,1126,3995
3.13,4000,129.6,7.7156,2.8980,1122,3995
3.13,4000,299.1,3.3433,0.0000,1122,3995
3.13,4000,220.0,4.5463,0.0000,1122,3995
3.14,4000,312.2,3.2033,0.0000,1122,3995
3.14,4000,134.8,7.4176,2.8968,1122,3995
3.15,4000,329.3,3.0371,0.0000,1122,3995
3.15,4000,363.8,2.7491,0.0000,1122,3995
3.15,4000,361.9,2.7631,0.0000,1122,3995
3.16,4000,315.7,3.1680,0.0000,1122,3995
3.16,4000,309.6,3.2302,0.0000,1122,3995
3.17,4000,142.5,7.0167,2.5822,1122,3995
3.17,4000,362.1,2.7620,0.0000,1123,3995
3.17,4000,340.9,2.9334,0.0000,1123,3995
3.17,4000,359.3,2.7832,0.0000,1123,3995
3.18,4000,359.1,2.7846,0.0000,1123,3995
3.18,4000,144.7,6.9132,2.5685,1123,3995
3.19,4000,316.9,3.1554,0.0000,1123,3995
3.19,4000,359.5,2.7817,0.0000,1123,3995
3.19,4000,361.8,2.7642,0.0000,1123,3995
3.20,4000,326.1,3.0667,0.0000,1123,3995
3.20,4000,329.6,3.0340,0.0000,1123,3995
3.21,4000,146.7,6.8167,2.4471,1123,3995
3.21,4000,358.7,2.7882,0.0000,1123,3995
3.21,4000,332.1,3.0107,0.0000,1123,3995
3.21,4000,355.3,2.8146,0.0000,1123,3995
3.22,4000,342.8,2.9170,0.0000,1124,3995
3.22,4000,149.2,6.7044,2.6941,1124,3995
3.23,4000,336.5,2.9715,0.0000,1124,3995
3.23,4000,295.8,3.3803,0.0000,1124,3995
3.23,4000,318.7,3.1375,0.0000,1124,3995
3.24,4000,323.7,3.0890,0.0000,1124,3994
3.24,4000,151.8,6.5873,2.3896,1124,3994
3.25,4000,360.1,2.7773,0.0000,1124,3994
3.25,4000,270.1,3.7017,0.0000,1124,3994
3.25,4000,335.6,2.9798,0.0000,1124,3994
3.26,4000,343.0,2.9157,0.0000,1124,3994
3.26,4000,317.1,3.1533,0.0000,1115,3994
3.27,4000,138.7,7.2106,2.6252,1115,3994
3.27,4000,356.7,2.8031,0.0000,1115,3994
3.27,4000,348.5,2.8693,0.0000,1115,3994
3.27,4000,367.3,2.7225,0.0000,1115,3994
3.28,4000,365.2,2.7386,0.0000,1115,3993
3.28,4000,144.4,6.9272,2.5148,1115,3993
3.29,4000,332.0,3.0118,0.0000,1115,3993
3.29,4000,281.4,3.5542,0.0000,1115,3993
3.29,4000,366.0,2.7324,0.0000,1115,3993
3.30,4000,365.3,2.7372,0.0000,1115,3993
3.30,4000,366.2,2.7308,0.0000,1116,3992
3.31,4000,147.0,6.8032,2.4927,1116,3992
3.31,4000,342.0,2.9236,0.0000,1116,3992
3.31,4000,333.6,2.9972,0.0000,1116,3992
3.31,4000,303.9,3.2910,0.0000,1116,3992
3.32,4000,320.8,3.1170,0.0000,1116,3991
3.33,4000,128.5,7.7814,2.4624,1116,3991
3.33,4000,309.3,3.2335,0.0000,1116,3991
3.33,4000,352.1,2.8404,0.0000,1116,3991
3.33,4000,372.2,2.6868,0.0000,1116,3991
3.34,4000,356.3,2.8066,0.0000,1116,3991
3.34,4000,150.8,6.6322,2.4670,1116,3991
3.35,4000,321.4,3.1117,0.0000,1116,3991
3.35,4000,358.5,2.7896,0.0000,1117,3991
3.35,4000,246.5,4.0575,0.0000,1117,3991
3.36,4000,311.7,3.2078,0.0000,1117,3991
3.36,4000,151.1,6.6190,2.4385,1117,3991
3.37,4000,358.1,2.7926,0.0000,1117,3991
3.37,4000,359.3,2.7830,0.0000,1117,3991
3.37,4000,373.2,2.6798,0.0000,1117,3991
3.37,4000,378.5,2.6423,0.0000,1117,3991
3.38,4000,377.1,2.6521,0.0000,1117,3991
3.38,4000,143.6,6.9636,2.6861,1117,3991
3.39,4000,337.5,2.9630,0.0000,1117,3991
3.39,4000,287.3,3.4803,0.0000,1117,3991
3.39,4000,302.7,3.3039,0.0000,1118,3991
3.40,4000,320.9,3.1165,0.0000,1118,3991
3.40,4000,143.1,6.9887,2.7332,1118,3991
3.41,4000,365.2,2.7379,0.0000,1118,3991
3.41,4000,354.3,2.8227,0.0000,1118,3991
3.41,4000,324.2,3.0846,0.0000,1118,3991
3.42,4000,364.4,2.7441,0.0000,1118,3991
3.42,4000,358.3,2.7908,0.0000,1118,3990
3.42,4000,149.1,6.7051,2.4451,1118,3990
3.43,4000,354.9,2.8178,0.0000,1118,3990
3.43,4000,145.5,6.8707,0.0000,1118,3990
3.44,4000,361.3,2.7676,0.0000,1114,3987
3.44,4000,133.5,7.4885,2.6405,1115,3987
3.45,4000,353.6,2.8278,0.0000,1115,3987
3.45,4000,351.6,2.8441,0.0000,1115,3987
3.45,4000,334.3,2.9912,0.0000,1115,3987
3.46,4000,367.2,2.7230,0.0000,1115,3987
3.46,4000,337.5,2.9630,0.0000,1115,3985
3.47,4000,163.9,6.0996,2.2787,1115,3985
3.47,4000,382.9,2.6116,0.0000,1115,3985
3.47,4000,379.5,2.6352,0.0000,1115,3985
3.47,4000,381.6,2.6207,0.0000,1115,3985
3.48,4000,365.8,2.7340,0.0000,1115,3985
3.48,4000,368.1,2.7163,0.0000,1115,3985
3.48,4000,155.9,6.4145,2.2524,1115,3985
3.49,4000,377.5,2.6487,0.0000,1115,3985
3.49,4000,356.5,2.8048,0.0000,1116,3985
3.49,4000,319.4,3.1309,0.0000,1116,3985
3.50,4000,343.3,2.9128,0.0000,1116,3985
3.50,4000,142.2,7.0343,2.4591,1116,3985
3.51,4000,364.3,2.7448,0.0000,1116,3985
3.51,4000,361.9,2.7631,0.0000,1116,3985
3.51,4000,341.5,2.9284,0.0000,1116,3985
3.51,4000,331.3,3.0184,0.0000,1116,3985
3.52,4000,383.5,2.6078,0.0000,1116,3985
3.52,4000,165.8,6.0306,2.2539,1116,3985
3.53,4000,392.8,2.5459,0.0000,1116,3985
3.53,4000,386.3,2.5886,0.0000,1116,3985
3.53,4000,386.4,2.5882,0.0000,1117,3985
3.53,4000,367.2,2.7233,0.0000,1117,3985
3.54,4000,384.1,2.6034,0.0000,1117,3985
3.54,4000,156.1,6.4074,2.5909,1117,3985
3.55,4000,340.3,2.9389,0.0000,1117,3985
3.55,4000,355.9,2.8096,0.0000,1117,3985
3.55,4000,327.4,3.0539,0.0000,1117,3985
3.55,4000,344.9,2.8990,0.0000,1117,3985
3.56,4000,326.0,3.0671,0.0000,1117,3985
3.57,4000,94.6,10.5747,3.1476,1117,3985
3.57,4000,310.9,3.2164,0.0000,1117,3985
3.57,4000,358.9,2.7865,0.0000,1117,3985
3.58,4000,375.8,2.6607,0.0000,1117,3985
3.58,4000,159.9,6.2558,2.5148,1118,3985
3.59,4000,380.3,2.6295,0.0000,1118,3985
3.59,4000,367.0,2.7251,0.0000,1118,3985
3.59,4000,384.8,2.5985,0.0000,1118,3985
3.59,4000,381.4,2.6216,0.0000,1118,3985
3.60,4000,345.0,2.8986,0.0000,1118,3985
3.60,4000,142.1,7.0397,2.4548,1118,3985
3.61,4000,295.5,3.3844,0.0000,1118,3985
3.61,4000,358.1,2.7924,0.0000,1118,3985
3.61,4000,370.4,2.6998,0.0000,1118,3985
3.62,4000,367.3,2.7228,0.0000,1118,3985
3.62,4000,366.4,2.7291,0.0000,1118,3985
3.63,4000,141.4,7.0738,3.0108,1119,3985
3.63,4000,372.2,2.6865,0.0000,1119,3985
3.63,4000,373.6,2.6765,0.0000,1119,3985
3.63,4000,370.1,2.7021,0.0000,1119,3985
3.64,4000,381.3,2.6224,0.0000,1119,3985
3.64,4000,379.7,2.6337,0.0000,1119,3985
3.64,4000,158.3,6.3165,2.3990,1119,3985
3.65,4000,381.0,2.6247,0.0000,1119,3985
3.65,4000,357.6,2.7965,0.0000,1119,3985
3.65,4000,358.2,2.7914,0.0000,1119,3985
3.66,4000,449.4,2.2253,0.0000,1119,3985
3.66,4000,325.7,3.0702,0.0000,1119,3984
3.66,4000,163.9,6.1017,2.2286,1119,3984
3.67,4000,376.2,2.6582,0.0000,1120,3984
3.67,4000,382.9,2.6119,0.0000,1120,3984
3.67,4000,385.3,2.5951,0.0000,1120,3984
3.67,4000,382.4,2.6149,0.0000,1120,3984
3.68,4000,339.3,2.9475,0.0000,1120,3984
3.68,4000,155.9,6.4145,2.5338,1120,3984
3.69,4000,363.6,2.7506,0.0000,1120,3984
3.69,4000,371.6,2.6914,0.0000,1120,3984
3.69,4000,435.2,2.2977,0.0000,1120,3984
3.69,4000,360.5,2.7738,0.0000,1120,3984
3.70,4000,374.9,2.6677,0.0000,1120,3984
3.70,4000,145.7,6.8655,2.5550,1120,3984
3.71,4000,338.7,2.9524,0.0000,1121,3984
3.71,4000,301.6,3.3154,0.0000,1121,3984
3.71,4000,362.8,2.7564,0.0000,1121,3984
3.72,4000,351.1,2.8478,0.0000,1121,3983
3.72,4000,161.2,6.2018,2.2299,1121,3983
3.73,4000,322.7,3.0988,0.0000,1121,3983
3.73,4000,150.8,6.6324,0.0000,1121,3983
3.74,4000,347.1,2.8811,0.0000,1117,3983
3.74,4000,349.0,2.8651,0.0000,1117,3981
3.75,4000,137.2,7.2907,2.7644,1117,3981
3.75,4000,370.5,2.6990,0.0000,1117,3981
3.75,4000,357.6,2.7963,0.0000,1117,3981
3.75,4000,353.0,2.8325,0.0000,1117,3981
3.76,4000,344.3,2.9041,0.0000,1118,3981
3.76,4000,137.9,7.2540,2.6908,1118,3981
3.77,4000,371.2,2.6943,0.0000,1118,3981
3.77,4000,366.0,2.7320,0.0000,1118,3981
3.77,4000,357.9,2.7943,0.0000,1118,3981
3.77,4000,373.7,2.6763,0.0000,1118,3981
3.78,4000,365.1,2.7388,0.0000,1118,3980
3.78,4000,149.9,6.6702,2.3142,1118,3980
3.79,4000,372.9,2.6819,0.0000,1118,3980
3.79,4000,369.7,2.7051,0.0000,1118,3980
3.79,4000,372.9,2.6816,0.0000,1118,3980
3.79,4000,371.8,2.6898,0.0000,1118,3980
3.80,4000,367.6,2.7205,0.0000,1118,3979
3.80,4000,153.0,6.5368,2.2795,1119,3979
3.81,4000,356.7,2.8033,0.0000,1119,3979
3.81,4000,327.8,3.0506,0.0000,1119,3979
3.81,4000,380.2,2.6299,0.0000,1119,3979
3.82,4000,343.0,2.9152,0.0000,1119,3979
3.82,4000,293.5,3.4076,0.0000,1119,3978
3.83,4000,152.4,6.5638,2.3776,1119,3978
3.83,4000,367.5,2.7210,0.0000,1119,3978
3.83,4000,376.9,2.6532,0.0000,1119,3978
3.83,4000,297.3,3.3636,0.0000,1119,3978
3.84,4000,293.8,3.4037,0.0000,1119,3978
3.84,4000,136.7,7.3149,2.2581,1119,3978
3.85,4000,382.0,2.6178,0.0000,1119,3978
3.85,4000,333.3,3.0006,0.0000,1119,3978
3.85,4000,363.3,2.7529,0.0000,1120,3978
3.86,4000,388.0,2.5775,0.0000,1120,3978
3.86,4000,384.2,2.6029,0.0000,1120,3978
3.86,4000,151.4,6.6056,2.4000,1120,3978
3.87,4000,363.1,2.7542,0.0000,1120,3978
3.87,4000,382.8,2.6122,0.0000,1120,3978
3.87,4000,376.0,2.6599,0.0000,1120,3978
3.88,4000,381.5,2.6212,0.0000,1120,3978
3.88,4000,383.9,2.6048,0.0000,1120,3978
3.89,4000,145.7,6.8647,2.4591,1120,3978
3.89,4000,346.1,2.8894,0.0000,1120,3978
3.89,4000,353.9,2.8258,0.0000,1120,3978
3.89,4000,376.3,2.6578,0.0000,1120,3978
3.90,4000,333.8,2.9962,0.0000,1121,3975
3.90,4000,142.6,7.0149,2.4781,1121,3975
3.91,4000,486.1,2.0572,0.0000,1121,3975
3.91,4000,384.3,2.6024,0.0000,1121,3975
3.91,4000,366.8,2.7265,0.0000,1121,3975
3.91,4000,379.1,2.6379,0.0000,1121,3975
3.92,4000,364.9,2.7407,0.0000,1121,3977
3.92,4000,158.0,6.3308,2.2284,1121,3977
3.93,4000,364.3,2.7450,0.0000,1121,3977
3.93,4000,359.5,2.7814,0.0000,1121,3977
3.93,4000,374.4,2.6710,0.0000,1121,3977
3.93,4000,382.0,2.6177,0.0000,1121,3977
3.94,4000,381.3,2.6225,0.0000,1122,3977
3.94,4000,383.2,2.6093,0.0000,1122,3977
3.94,4000,170.0,5.8810,2.0993,1122,3977
3.95,4000,384.1,2.6032,0.0000,1122,3977
3.95,4000,382.2,2.6167,0.0000,1122,3977
3.95,4000,386.3,2.5888,0.0000,1122,3977
3.95,4000,382.7,2.6127,0.0000,1122,3977
3.96,4000,329.7,3.0334,0.0000,1122,3976
3.96,4000,176.2,5.6739,2.4345,1122,3976
3.97,4000,374.9,2.6675,0.0000,1122,3976
3.97,4000,380.1,2.6306,0.0000,1122,3976
3.97,4000,351.6,2.8439,0.0000,1122,3976
3.97,4000,359.1,2.7845,0.0000,1122,3976
3.98,4000,321.8,3.1080,0.0000,1123,3976
3.98,4000,156.3,6.3961,2.3799,1123,3976
3.99,4000,369.7,2.7048,0.0000,1123,3976
3.99,4000,376.3,2.6577,0.0000,1123,3976
3.99,4000,383.8,2.6052,0.0000,1123,3976
3.99,4000,388.7,2.5726,0.0000,1123,3976
4.00,4000,376.4,2.6571,0.0000,1123,3975
4.00,4000,155.2,6.4448,2.3487,1123,3975
4.01,4000,373.8,2.6751,0.0000,1123,3975
4.01,4000,372.3,2.6857,0.0000,1123,3975
4.01,4000,378.5,2.6421,0.0000,1123,3975
4.01,4000,386.0,2.5906,0.0000,1124,3975
4.02,4000,368.2,2.7156,0.0000,1124,3974
4.03,4000,106.7,9.3680,2.0960,1124,3974
4.03,4000,370.9,2.6960,0.0000,1120,3974
4.03,4000,435.9,2.2941,0.0000,1120,3974
4.03,4000,383.5,2.6078,0.0000,1120,3974
4.04,4000,380.9,2.6257,0.0000,1120,3972
4.04,4000,162.0,6.1715,2.3933,1120,3972
4.05,4000,369.5,2.7065,0.0000,1120,3972
4.05,4000,323.4,3.0922,0.0000,1120,3972
4.05,4000,370.4,2.6995,0.0000,1120,3972
4.05,4000,337.5,2.9633,0.0000,1120,3972
4.06,4000,370.9,2.6963,0.0000,1120,3972
4.06,4000,158.4,6.3132,2.1800,1120,3972
4.07,4000,359.8,2.7793,0.0000,1120,3972
4.07,4000,341.9,2.9251,0.0000,1121,3972
4.07,4000,354.5,2.8212,0.0000,1121,3972
4.07,4000,375.9,2.6605,0.0000,1121,3972
4.08,4000,380.3,2.6292,0.0000,1121,3972
4.08,4000,161.3,6.1999,2.1740,1121,3972
4.09,4000,365.0,2.7395,0.0000,1121,3972
4.09,4000,370.8,2.6969,0.0000,1121,3972
4.09,4000,311.3,3.2123,0.0000,1121,3972
4.09,4000,381.3,2.6225,0.0000,1121,3972
4.10,4000,361.3,2.7680,0.0000,1121,3972
4.10,4000,159.2,6.2814,2.1581,1121,3972
4.11,4000,374.7,2.6691,0.0000,1121,3972
4.11,4000,369.1,2.7090,0.0000,1121,3972
4.11,4000,368.9,2.7104,0.0000,1121,3972
4.11,4000,362.7,2.7574,0.0000,1122,3972
4.12,4000,384.0,2.6045,0.0000,1122,3972
4.12,4000,173.1,5.7782,2.0163,1122,3972
4.13,4000,338.4,2.9553,0.0000,1122,3972
4.13,4000,369.2,2.7087,0.0000,1122,3972
4.13,4000,383.1,2.6103,0.0000,1122,3972
4.13,4000,382.9,2.6115,0.0000,1122,3972
4.14,4000,339.3,2.9476,0.0000,1122,3972
4.14,4000,177.2,5.6426,1.9280,1122,3972
4.15,4000,308.0,3.2464,0.0000,1122,3972
4.15,4000,371.1,2.6949,0.0000,1122,3972
4.15,4000,387.0,2.5843,0.0000,1118,3972
4.15,4000,380.4,2.6289,0.0000,1118,3972
4.16,4000,378.8,2.6397,0.0000,1118,3972
4.16,4000,341.1,2.9314,0.0000,1118,3971
4.16,4000,168.1,5.9492,2.0808,1118,3971
4.17,4000,364.7,2.7422,0.0000,1118,3971
4.17,4000,378.4,2.6429,0.0000,1118,3971
4.17,4000,393.0,2.5446,0.0000,1119,3971
4.18,4000,334.0,2.9939,0.0000,1119,3971
4.18,4000,339.1,2.9489,0.0000,1119,3971
4.18,4000,175.7,5.6900,2.0948,1119,3971
4.19,4000,486.6,2.0550,0.0000,1119,3971
4.19,4000,378.8,2.6402,0.0000,1119,3971
4.19,4000,379.2,2.6373,0.0000,1119,3971
4.19,4000,391.5,2.5541,0.0000,1119,3971
4.20,4000,381.2,2.6233,0.0000,1119,3970
4.20,4000,175.4,5.7008,1.9973,1119,3970
4.21,4000,333.2,3.0009,0.0000,1119,3970
4.21,4000,340.5,2.9372,0.0000,1119,3970
4.21,4000,342.3,2.9213,0.0000,1119,3970
4.21,4000,355.8,2.8103,0.0000,1120,3970
4.22,4000,323.0,3.0960,0.0000,1120,3968
4.22,4000,148.8,6.7199,2.1772,1120,3968
4.23,4000,320.5,3.1206,0.0000,1120,3968
